SYSTEM:Time(s)	SubMechanism.ibFlap/Flap:roll(deg)	SubMechanism.ibFlap/Flap:x(mm)	SubMechanism.ibFlap/Flap:y(mm)	SubMechanism.ibFlap/Flap:z(mm)
0.514	-0.54	24535.576	-3853.482	3190.162	
0.515	-0.539	24535.58	-3853.482	3190.161	
0.516	-0.539	24535.583	-3853.482	3190.161	
0.517	-0.539	24535.587	-3853.481	3190.16	
0.518	-0.539	24535.591	-3853.481	3190.16	
0.519	-0.539	24535.595	-3853.48	3190.159	
0.52	-0.539	24535.599	-3853.48	3190.159	
0.521	-0.538	24535.603	-3853.479	3190.158	
0.522	-0.538	24535.604	-3853.479	3190.157	
0.523	-0.538	24535.608	-3853.478	3190.157	
0.524	-0.538	24535.612	-3853.478	3190.156	
0.525	-0.538	24535.616	-3853.477	3190.156	
0.526	-0.538	24535.62	-3853.477	3190.155	
0.527	-0.537	24535.624	-3853.476	3190.154	
0.528	-0.537	24535.627	-3853.476	3190.154	
0.529	-0.537	24535.631	-3853.475	3190.153	
0.53	-0.537	24535.635	-3853.475	3190.152	
0.531	-0.537	24535.637	-3853.474	3190.152	
0.532	-0.537	24535.641	-3853.474	3190.151	
0.533	-0.536	24535.645	-3853.473	3190.15	
0.534	-0.536	24535.648	-3853.473	3190.15	
0.535	-0.536	24535.652	-3853.472	3190.149	
0.536	-0.536	24535.656	-3853.472	3190.149	
0.537	-0.536	24535.66	-3853.472	3190.148	
0.538	-0.536	24535.664	-3853.471	3190.147	
0.539	-0.535	24535.667	-3853.471	3190.147	
0.54	-0.535	24535.671	-3853.47	3190.146	
0.541	-0.535	24535.675	-3853.469	3190.145	
0.542	-0.535	24535.679	-3853.469	3190.145	
0.543	-0.535	24535.683	-3853.468	3190.144	
0.544	-0.535	24535.686	-3853.468	3190.143	
0.545	-0.534	24535.69	-3853.467	3190.143	
0.546	-0.534	24535.692	-3853.467	3190.142	
0.547	-0.534	24535.696	-3853.467	3190.141	
0.548	-0.534	24535.7	-3853.466	3190.141	
0.549	-0.534	24535.704	-3853.466	3190.14	
0.55	-0.534	24535.707	-3853.465	3190.14	
0.551	-0.533	24535.711	-3853.464	3190.139	
0.552	-0.533	24535.715	-3853.464	3190.138	
0.553	-0.533	24535.719	-3853.463	3190.138	
0.554	-0.533	24535.723	-3853.463	3190.137	
0.555	-0.533	24535.727	-3853.462	3190.136	
0.556	-0.532	24535.73	-3853.462	3190.136	
0.557	-0.532	24535.734	-3853.462	3190.135	
0.558	-0.532	24535.738	-3853.461	3190.134	
0.559	-0.532	24535.742	-3853.46	3190.134	
0.56	-0.532	24535.746	-3853.46	3190.133	
0.561	-0.532	24535.749	-3853.459	3190.132	
0.562	-0.531	24535.753	-3853.459	3190.132	
0.563	-0.531	24535.757	-3853.458	3190.131	
0.564	-0.531	24535.761	-3853.458	3190.13	
0.565	-0.531	24535.765	-3853.457	3190.13	
0.566	-0.531	24535.769	-3853.457	3190.129	
0.567	-0.531	24535.774	-3853.456	3190.128	
0.568	-0.53	24535.778	-3853.456	3190.128	
0.569	-0.53	24535.782	-3853.455	3190.127	
0.57	-0.53	24535.786	-3853.455	3190.126	
0.571	-0.53	24535.789	-3853.454	3190.126	
0.572	-0.53	24535.793	-3853.454	3190.125	
0.573	-0.53	24535.797	-3853.453	3190.124	
0.574	-0.529	24535.801	-3853.453	3190.124	
0.575	-0.529	24535.805	-3853.452	3190.123	
0.576	-0.529	24535.809	-3853.451	3190.122	
0.577	-0.529	24535.812	-3853.451	3190.122	
0.578	-0.529	24535.816	-3853.451	3190.121	
0.579	-0.528	24535.82	-3853.45	3190.12	
0.58	-0.528	24535.824	-3853.449	3190.12	
0.581	-0.528	24535.828	-3853.449	3190.119	
0.582	-0.528	24535.833	-3853.448	3190.118	
0.583	-0.528	24535.837	-3853.448	3190.117	
0.584	-0.528	24535.841	-3853.447	3190.117	
0.585	-0.527	24535.845	-3853.447	3190.116	
0.586	-0.527	24535.849	-3853.446	3190.115	
0.587	-0.527	24535.852	-3853.446	3190.115	
0.588	-0.527	24535.856	-3853.445	3190.114	
0.589	-0.527	24535.86	-3853.445	3190.113	
0.59	-0.526	24535.864	-3853.444	3190.113	
0.591	-0.526	24535.868	-3853.443	3190.112	
0.592	-0.526	24535.873	-3853.443	3190.111	
0.593	-0.526	24535.877	-3853.442	3190.11	
0.594	-0.526	24535.881	-3853.442	3190.11	
0.595	-0.526	24535.885	-3853.441	3190.109	
0.596	-0.525	24535.889	-3853.441	3190.108	
0.597	-0.525	24535.892	-3853.44	3190.108	
0.598	-0.525	24535.896	-3853.44	3190.107	
0.599	-0.525	24535.902	-3853.439	3190.106	
0.6	-0.525	24535.906	-3853.439	3190.105	
0.601	-0.524	24535.91	-3853.438	3190.105	
0.602	-0.524	24535.913	-3853.437	3190.104	
0.603	-0.524	24535.917	-3853.437	3190.103	
0.604	-0.524	24535.921	-3853.436	3190.103	
0.605	-0.524	24535.927	-3853.436	3190.102	
0.606	-0.523	24535.931	-3853.435	3190.101	
0.607	-0.523	24535.934	-3853.435	3190.1	
0.608	-0.523	24535.938	-3853.434	3190.1	
0.609	-0.523	24535.942	-3853.434	3190.099	
0.61	-0.523	24535.948	-3853.433	3190.098	
0.611	-0.522	24535.952	-3853.432	3190.098	
0.612	-0.522	24535.955	-3853.432	3190.097	
0.613	-0.522	24535.959	-3853.431	3190.096	
0.614	-0.522	24535.963	-3853.431	3190.095	
0.615	-0.522	24535.969	-3853.43	3190.095	
0.616	-0.522	24535.973	-3853.43	3190.094	
0.617	-0.521	24535.976	-3853.429	3190.093	
0.618	-0.521	24535.98	-3853.429	3190.093	
0.619	-0.521	24535.984	-3853.428	3190.092	
0.62	-0.521	24535.99	-3853.427	3190.091	
0.621	-0.521	24535.994	-3853.427	3190.09	
0.622	-0.52	24535.997	-3853.426	3190.09	
0.623	-0.52	24536.001	-3853.426	3190.089	
0.624	-0.52	24536.007	-3853.425	3190.088	
0.625	-0.52	24536.011	-3853.425	3190.087	
0.626	-0.52	24536.015	-3853.424	3190.087	
0.627	-0.519	24536.018	-3853.423	3190.086	
0.628	-0.519	24536.024	-3853.423	3190.085	
0.629	-0.519	24536.028	-3853.422	3190.084	
0.63	-0.519	24536.032	-3853.422	3190.084	
0.631	-0.519	24536.036	-3853.421	3190.083	
0.632	-0.518	24536.041	-3853.42	3190.082	
0.633	-0.518	24536.045	-3853.42	3190.081	
0.634	-0.518	24536.049	-3853.419	3190.081	
0.635	-0.518	24536.053	-3853.419	3190.08	
0.636	-0.518	24536.058	-3853.418	3190.079	
0.637	-0.517	24536.062	-3853.418	3190.078	
0.638	-0.517	24536.066	-3853.417	3190.078	
0.639	-0.517	24536.072	-3853.416	3190.077	
0.64	-0.517	24536.076	-3853.416	3190.076	
0.641	-0.517	24536.079	-3853.415	3190.075	
0.642	-0.516	24536.083	-3853.415	3190.075	
0.643	-0.516	24536.089	-3853.414	3190.074	
0.644	-0.516	24536.093	-3853.413	3190.073	
0.645	-0.516	24536.097	-3853.413	3190.072	
0.646	-0.516	24536.102	-3853.412	3190.072	
0.647	-0.515	24536.106	-3853.412	3190.071	
0.648	-0.515	24536.11	-3853.411	3190.07	
0.649	-0.515	24536.116	-3853.41	3190.069	
0.65	-0.515	24536.119	-3853.41	3190.068	
0.651	-0.515	24536.123	-3853.409	3190.068	
0.652	-0.514	24536.129	-3853.409	3190.067	
0.653	-0.514	24536.133	-3853.408	3190.066	
0.654	-0.514	24536.137	-3853.407	3190.065	
0.655	-0.514	24536.142	-3853.407	3190.065	
0.656	-0.514	24536.146	-3853.406	3190.064	
0.657	-0.513	24536.15	-3853.406	3190.063	
0.658	-0.513	24536.156	-3853.405	3190.062	
0.659	-0.513	24536.16	-3853.405	3190.062	
0.66	-0.513	24536.165	-3853.404	3190.061	
0.661	-0.513	24536.169	-3853.403	3190.06	
0.662	-0.512	24536.173	-3853.403	3190.059	
0.663	-0.512	24536.179	-3853.402	3190.058	
0.664	-0.512	24536.182	-3853.401	3190.058	
0.665	-0.512	24536.186	-3853.401	3190.057	
0.666	-0.512	24536.192	-3853.4	3190.056	
0.667	-0.511	24536.196	-3853.4	3190.055	
0.668	-0.511	24536.201	-3853.399	3190.054	
0.669	-0.511	24536.205	-3853.398	3190.054	
0.67	-0.511	24536.209	-3853.398	3190.053	
0.671	-0.511	24536.215	-3853.397	3190.052	
0.672	-0.51	24536.219	-3853.396	3190.051	
0.673	-0.51	24536.224	-3853.396	3190.05	
0.674	-0.51	24536.228	-3853.395	3190.05	
0.675	-0.51	24536.234	-3853.395	3190.049	
0.676	-0.509	24536.238	-3853.394	3190.048	
0.677	-0.509	24536.242	-3853.393	3190.047	
0.678	-0.509	24536.247	-3853.393	3190.047	
0.679	-0.509	24536.251	-3853.392	3190.046	
0.68	-0.509	24536.257	-3853.391	3190.045	
0.681	-0.508	24536.261	-3853.391	3190.044	
0.682	-0.508	24536.266	-3853.39	3190.043	
0.683	-0.508	24536.27	-3853.39	3190.042	
0.684	-0.508	24536.276	-3853.389	3190.042	
0.685	-0.508	24536.28	-3853.388	3190.041	
0.686	-0.507	24536.283	-3853.388	3190.04	
0.687	-0.507	24536.289	-3853.387	3190.039	
0.688	-0.507	24536.293	-3853.386	3190.038	
0.689	-0.507	24536.299	-3853.386	3190.037	
0.69	-0.507	24536.303	-3853.385	3190.037	
0.691	-0.506	24536.308	-3853.384	3190.036	
0.692	-0.506	24536.312	-3853.384	3190.035	
0.693	-0.506	24536.318	-3853.383	3190.034	
0.694	-0.506	24536.322	-3853.383	3190.033	
0.695	-0.505	24536.327	-3853.382	3190.033	
0.696	-0.505	24536.331	-3853.381	3190.032	
0.697	-0.505	24536.337	-3853.381	3190.031	
0.698	-0.505	24536.341	-3853.38	3190.03	
0.699	-0.505	24536.346	-3853.379	3190.029	
0.7	-0.504	24536.35	-3853.379	3190.028	
0.701	-0.504	24536.356	-3853.378	3190.028	
0.702	-0.504	24536.36	-3853.378	3190.027	
0.703	-0.504	24536.366	-3853.377	3190.026	
0.704	-0.503	24536.369	-3853.376	3190.025	
0.705	-0.503	24536.375	-3853.376	3190.024	
0.706	-0.503	24536.379	-3853.375	3190.023	
0.707	-0.503	24536.385	-3853.374	3190.023	
0.708	-0.503	24536.39	-3853.374	3190.022	
0.709	-0.502	24536.394	-3853.373	3190.021	
0.71	-0.502	24536.4	-3853.372	3190.02	
0.711	-0.502	24536.404	-3853.372	3190.019	
0.712	-0.502	24536.409	-3853.371	3190.018	
0.713	-0.501	24536.413	-3853.37	3190.017	
0.714	-0.501	24536.419	-3853.37	3190.017	
0.715	-0.501	24536.423	-3853.369	3190.016	
0.716	-0.501	24536.428	-3853.368	3190.015	
0.717	-0.501	24536.434	-3853.368	3190.014	
0.718	-0.5	24536.438	-3853.367	3190.013	
0.719	-0.5	24536.444	-3853.366	3190.012	
0.72	-0.5	24536.448	-3853.366	3190.012	
0.721	-0.5	24536.453	-3853.365	3190.011	
0.722	-0.499	24536.457	-3853.364	3190.01	
0.723	-0.499	24536.463	-3853.364	3190.009	
0.724	-0.499	24536.469	-3853.363	3190.008	
0.725	-0.499	24536.472	-3853.362	3190.007	
0.726	-0.499	24536.478	-3853.362	3190.006	
0.727	-0.498	24536.482	-3853.361	3190.006	
0.728	-0.498	24536.488	-3853.36	3190.005	
0.729	-0.498	24536.493	-3853.36	3190.004	
0.73	-0.498	24536.497	-3853.359	3190.003	
0.731	-0.497	24536.503	-3853.359	3190.002	
0.732	-0.497	24536.509	-3853.358	3190.001	
0.733	-0.497	24536.512	-3853.357	3190	
0.734	-0.497	24536.518	-3853.356	3190	
0.735	-0.497	24536.522	-3853.356	3189.999	
0.736	-0.496	24536.528	-3853.355	3189.998	
0.737	-0.496	24536.533	-3853.354	3189.997	
0.738	-0.496	24536.537	-3853.354	3189.996	
0.739	-0.496	24536.543	-3853.353	3189.995	
0.74	-0.495	24536.549	-3853.352	3189.994	
0.741	-0.495	24536.552	-3853.352	3189.993	
0.742	-0.495	24536.558	-3853.351	3189.992	
0.743	-0.495	24536.564	-3853.35	3189.992	
0.744	-0.494	24536.568	-3853.35	3189.991	
0.745	-0.494	24536.573	-3853.349	3189.99	
0.746	-0.494	24536.579	-3853.348	3189.989	
0.747	-0.494	24536.583	-3853.348	3189.988	
0.748	-0.494	24536.589	-3853.347	3189.987	
0.749	-0.493	24536.594	-3853.346	3189.986	
0.75	-0.493	24536.598	-3853.345	3189.986	
0.751	-0.493	24536.604	-3853.345	3189.985	
0.752	-0.493	24536.61	-3853.344	3189.984	
0.753	-0.492	24536.615	-3853.343	3189.983	
0.754	-0.492	24536.619	-3853.343	3189.982	
0.755	-0.492	24536.625	-3853.342	3189.981	
0.756	-0.492	24536.631	-3853.341	3189.98	
0.757	-0.491	24536.634	-3853.341	3189.979	
0.758	-0.491	24536.64	-3853.34	3189.978	
0.759	-0.491	24536.646	-3853.339	3189.977	
0.76	-0.491	24536.652	-3853.338	3189.976	
0.761	-0.49	24536.655	-3853.338	3189.976	
0.762	-0.49	24536.661	-3853.337	3189.975	
0.763	-0.49	24536.667	-3853.336	3189.974	
0.764	-0.49	24536.671	-3853.336	3189.973	
0.765	-0.49	24536.676	-3853.335	3189.972	
0.766	-0.489	24536.682	-3853.334	3189.971	
0.767	-0.489	24536.688	-3853.333	3189.97	
0.768	-0.489	24536.692	-3853.333	3189.969	
0.769	-0.489	24536.697	-3853.332	3189.968	
0.77	-0.488	24536.703	-3853.332	3189.967	
0.771	-0.488	24536.709	-3853.331	3189.966	
0.772	-0.488	24536.715	-3853.33	3189.965	
0.773	-0.488	24536.718	-3853.329	3189.965	
0.774	-0.487	24536.724	-3853.329	3189.964	
0.775	-0.487	24536.73	-3853.328	3189.963	
0.776	-0.487	24536.736	-3853.327	3189.962	
0.777	-0.487	24536.739	-3853.327	3189.961	
0.778	-0.486	24536.745	-3853.326	3189.96	
0.779	-0.486	24536.751	-3853.325	3189.959	
0.78	-0.486	24536.757	-3853.324	3189.958	
0.781	-0.486	24536.762	-3853.324	3189.957	
0.782	-0.485	24536.766	-3853.323	3189.956	
0.783	-0.485	24536.772	-3853.322	3189.955	
0.784	-0.485	24536.777	-3853.322	3189.955	
0.785	-0.485	24536.783	-3853.321	3189.954	
0.786	-0.484	24536.789	-3853.32	3189.953	
0.787	-0.484	24536.795	-3853.319	3189.952	
0.788	-0.484	24536.798	-3853.318	3189.951	
0.789	-0.484	24536.804	-3853.318	3189.95	
0.79	-0.483	24536.81	-3853.317	3189.949	
0.791	-0.483	24536.816	-3853.316	3189.948	
0.792	-0.483	24536.821	-3853.316	3189.947	
0.793	-0.483	24536.827	-3853.315	3189.946	
0.794	-0.482	24536.831	-3853.314	3189.945	
0.795	-0.482	24536.837	-3853.313	3189.944	
0.796	-0.482	24536.842	-3853.313	3189.943	
0.797	-0.482	24536.848	-3853.312	3189.942	
0.798	-0.482	24536.854	-3853.311	3189.941	
0.799	-0.481	24536.86	-3853.311	3189.94	
0.8	-0.481	24536.865	-3853.31	3189.939	
0.801	-0.481	24536.869	-3853.309	3189.938	
0.802	-0.481	24536.875	-3853.308	3189.937	
0.803	-0.48	24536.88	-3853.307	3189.936	
0.804	-0.48	24536.886	-3853.307	3189.935	
0.805	-0.48	24536.892	-3853.306	3189.934	
0.806	-0.48	24536.898	-3853.305	3189.934	
0.807	-0.479	24536.903	-3853.305	3189.933	
0.808	-0.479	24536.909	-3853.304	3189.932	
0.809	-0.479	24536.915	-3853.303	3189.931	
0.81	-0.479	24536.919	-3853.302	3189.93	
0.811	-0.478	24536.924	-3853.302	3189.929	
0.812	-0.478	24536.93	-3853.301	3189.928	
0.813	-0.478	24536.936	-3853.3	3189.927	
0.814	-0.477	24536.942	-3853.299	3189.926	
0.815	-0.477	24536.947	-3853.299	3189.925	
0.816	-0.477	24536.953	-3853.298	3189.924	
0.817	-0.477	24536.959	-3853.297	3189.923	
0.818	-0.476	24536.964	-3853.296	3189.922	
0.819	-0.476	24536.97	-3853.296	3189.921	
0.82	-0.476	24536.976	-3853.295	3189.92	
0.821	-0.476	24536.982	-3853.294	3189.919	
0.822	-0.475	24536.987	-3853.293	3189.918	
0.823	-0.475	24536.993	-3853.293	3189.917	
0.824	-0.475	24536.999	-3853.292	3189.916	
0.825	-0.475	24537.004	-3853.291	3189.915	
0.826	-0.474	24537.008	-3853.29	3189.914	
0.827	-0.474	24537.014	-3853.29	3189.913	
0.828	-0.474	24537.02	-3853.289	3189.912	
0.829	-0.474	24537.025	-3853.288	3189.911	
0.83	-0.473	24537.031	-3853.287	3189.91	
0.831	-0.473	24537.037	-3853.287	3189.909	
0.832	-0.473	24537.043	-3853.286	3189.908	
0.833	-0.473	24537.048	-3853.285	3189.907	
0.834	-0.472	24537.054	-3853.284	3189.906	
0.835	-0.472	24537.06	-3853.283	3189.905	
0.836	-0.472	24537.066	-3853.283	3189.904	
0.837	-0.472	24537.071	-3853.282	3189.903	
0.838	-0.471	24537.077	-3853.281	3189.902	
0.839	-0.471	24537.083	-3853.28	3189.901	
0.84	-0.471	24537.088	-3853.28	3189.9	
0.841	-0.471	24537.094	-3853.279	3189.899	
0.842	-0.47	24537.1	-3853.278	3189.898	
0.843	-0.47	24537.106	-3853.277	3189.897	
0.844	-0.47	24537.111	-3853.276	3189.896	
0.845	-0.469	24537.117	-3853.276	3189.895	
0.846	-0.469	24537.125	-3853.275	3189.894	
0.847	-0.469	24537.13	-3853.274	3189.893	
0.848	-0.469	24537.136	-3853.273	3189.892	
0.849	-0.468	24537.142	-3853.273	3189.891	
0.85	-0.468	24537.148	-3853.272	3189.89	
0.851	-0.468	24537.153	-3853.271	3189.889	
0.852	-0.468	24537.159	-3853.27	3189.888	
0.853	-0.467	24537.165	-3853.269	3189.887	
0.854	-0.467	24537.17	-3853.269	3189.886	
0.855	-0.467	24537.176	-3853.268	3189.885	
0.856	-0.467	24537.182	-3853.267	3189.884	
0.857	-0.466	24537.188	-3853.266	3189.883	
0.858	-0.466	24537.193	-3853.266	3189.882	
0.859	-0.466	24537.199	-3853.265	3189.881	
0.86	-0.466	24537.205	-3853.264	3189.88	
0.861	-0.465	24537.21	-3853.263	3189.879	
0.862	-0.465	24537.218	-3853.262	3189.878	
0.863	-0.465	24537.224	-3853.261	3189.877	
0.864	-0.464	24537.23	-3853.261	3189.876	
0.865	-0.464	24537.235	-3853.26	3189.875	
0.866	-0.464	24537.241	-3853.259	3189.874	
0.867	-0.464	24537.247	-3853.258	3189.873	
0.868	-0.463	24537.252	-3853.258	3189.872	
0.869	-0.463	24537.258	-3853.257	3189.871	
0.87	-0.463	24537.264	-3853.256	3189.87	
0.871	-0.463	24537.271	-3853.255	3189.869	
0.872	-0.462	24537.277	-3853.254	3189.867	
0.873	-0.462	24537.283	-3853.254	3189.867	
0.874	-0.462	24537.289	-3853.253	3189.866	
0.875	-0.461	24537.294	-3853.252	3189.864	
0.876	-0.461	24537.3	-3853.251	3189.863	
0.877	-0.461	24537.306	-3853.25	3189.862	
0.878	-0.461	24537.313	-3853.25	3189.861	
0.879	-0.46	24537.319	-3853.249	3189.86	
0.88	-0.46	24537.325	-3853.248	3189.859	
0.881	-0.46	24537.331	-3853.247	3189.858	
0.882	-0.46	24537.336	-3853.246	3189.857	
0.883	-0.459	24537.342	-3853.245	3189.856	
0.884	-0.459	24537.35	-3853.245	3189.855	
0.885	-0.459	24537.355	-3853.244	3189.854	
0.886	-0.458	24537.361	-3853.243	3189.853	
0.887	-0.458	24537.367	-3853.242	3189.852	
0.888	-0.458	24537.373	-3853.241	3189.851	
0.889	-0.458	24537.378	-3853.24	3189.85	
0.89	-0.457	24537.386	-3853.24	3189.849	
0.891	-0.457	24537.392	-3853.239	3189.848	
0.892	-0.457	24537.397	-3853.238	3189.847	
0.893	-0.457	24537.403	-3853.237	3189.846	
0.894	-0.456	24537.409	-3853.236	3189.844	
0.895	-0.456	24537.416	-3853.236	3189.843	
0.896	-0.456	24537.422	-3853.235	3189.842	
0.897	-0.455	24537.428	-3853.234	3189.841	
0.898	-0.455	24537.434	-3853.233	3189.84	
0.899	-0.455	24537.441	-3853.232	3189.839	
0.9	-0.455	24537.447	-3853.231	3189.838	
0.901	-0.454	24537.453	-3853.231	3189.837	
0.902	-0.454	24537.458	-3853.23	3189.836	
0.903	-0.454	24537.466	-3853.229	3189.835	
0.904	-0.453	24537.472	-3853.228	3189.834	
0.905	-0.453	24537.477	-3853.227	3189.833	
0.906	-0.453	24537.483	-3853.226	3189.831	
0.907	-0.453	24537.491	-3853.226	3189.831	
0.908	-0.452	24537.497	-3853.225	3189.829	
0.909	-0.452	24537.502	-3853.224	3189.828	
0.91	-0.452	24537.508	-3853.223	3189.827	
0.911	-0.451	24537.516	-3853.222	3189.826	
0.912	-0.451	24537.521	-3853.221	3189.825	
0.913	-0.451	24537.527	-3853.221	3189.824	
0.914	-0.451	24537.533	-3853.22	3189.823	
0.915	-0.45	24537.54	-3853.219	3189.822	
0.916	-0.45	24537.546	-3853.218	3189.821	
0.917	-0.45	24537.552	-3853.217	3189.82	
0.918	-0.449	24537.56	-3853.216	3189.818	
0.919	-0.449	24537.565	-3853.216	3189.817	
0.92	-0.449	24537.571	-3853.215	3189.816	
0.921	-0.449	24537.579	-3853.214	3189.815	
0.922	-0.448	24537.584	-3853.213	3189.814	
0.923	-0.448	24537.59	-3853.212	3189.813	
0.924	-0.448	24537.596	-3853.211	3189.812	
0.925	-0.447	24537.603	-3853.21	3189.811	
0.926	-0.447	24537.609	-3853.21	3189.81	
0.927	-0.447	24537.615	-3853.209	3189.809	
0.928	-0.447	24537.622	-3853.208	3189.807	
0.929	-0.446	24537.628	-3853.207	3189.806	
0.93	-0.446	24537.634	-3853.206	3189.805	
0.931	-0.446	24537.642	-3853.205	3189.804	
0.932	-0.445	24537.647	-3853.204	3189.803	
0.933	-0.445	24537.653	-3853.204	3189.802	
0.934	-0.445	24537.661	-3853.203	3189.801	
0.935	-0.445	24537.666	-3853.202	3189.8	
0.936	-0.444	24537.674	-3853.201	3189.799	
0.937	-0.444	24537.68	-3853.2	3189.797	
0.938	-0.444	24537.685	-3853.199	3189.796	
0.939	-0.443	24537.693	-3853.199	3189.795	
0.94	-0.443	24537.699	-3853.198	3189.794	
0.941	-0.443	24537.704	-3853.197	3189.793	
0.942	-0.443	24537.712	-3853.196	3189.792	
0.943	-0.442	24537.718	-3853.195	3189.791	
0.944	-0.442	24537.725	-3853.194	3189.79	
0.945	-0.442	24537.731	-3853.193	3189.788	
0.946	-0.441	24537.737	-3853.192	3189.787	
0.947	-0.441	24537.745	-3853.192	3189.786	
0.948	-0.441	24537.75	-3853.191	3189.785	
0.949	-0.44	24537.758	-3853.19	3189.784	
0.95	-0.44	24537.764	-3853.189	3189.783	
0.951	-0.44	24537.769	-3853.188	3189.782	
0.952	-0.44	24537.777	-3853.187	3189.78	
0.953	-0.439	24537.783	-3853.186	3189.779	
0.954	-0.439	24537.79	-3853.185	3189.778	
0.955	-0.439	24537.796	-3853.184	3189.777	
0.956	-0.438	24537.804	-3853.184	3189.776	
0.957	-0.438	24537.809	-3853.183	3189.775	
0.958	-0.438	24537.815	-3853.182	3189.774	
0.959	-0.437	24537.823	-3853.181	3189.772	
0.96	-0.437	24537.828	-3853.18	3189.771	
0.961	-0.437	24537.836	-3853.179	3189.77	
0.962	-0.437	24537.842	-3853.178	3189.769	
0.963	-0.436	24537.849	-3853.177	3189.768	
0.964	-0.436	24537.855	-3853.177	3189.767	
0.965	-0.436	24537.863	-3853.176	3189.765	
0.966	-0.435	24537.868	-3853.175	3189.764	
0.967	-0.435	24537.876	-3853.174	3189.763	
0.968	-0.435	24537.882	-3853.173	3189.762	
0.969	-0.434	24537.889	-3853.172	3189.761	
0.97	-0.434	24537.895	-3853.171	3189.76	
0.971	-0.434	24537.903	-3853.17	3189.759	
0.972	-0.434	24537.909	-3853.169	3189.757	
0.973	-0.433	24537.916	-3853.168	3189.756	
0.974	-0.433	24537.922	-3853.168	3189.755	
0.975	-0.433	24537.93	-3853.167	3189.754	
0.976	-0.432	24537.935	-3853.166	3189.753	
0.977	-0.432	24537.943	-3853.165	3189.752	
0.978	-0.432	24537.949	-3853.164	3189.75	
0.979	-0.431	24537.956	-3853.163	3189.749	
0.98	-0.431	24537.962	-3853.162	3189.748	
0.981	-0.431	24537.97	-3853.161	3189.747	
0.982	-0.431	24537.975	-3853.16	3189.746	
0.983	-0.43	24537.983	-3853.159	3189.744	
0.984	-0.43	24537.989	-3853.158	3189.743	
0.985	-0.43	24537.996	-3853.158	3189.742	
0.986	-0.429	24538.002	-3853.157	3189.741	
0.987	-0.429	24538.01	-3853.156	3189.74	
0.988	-0.429	24538.015	-3853.155	3189.739	
0.989	-0.428	24538.023	-3853.154	3189.737	
0.99	-0.428	24538.031	-3853.153	3189.736	
0.991	-0.428	24538.036	-3853.152	3189.735	
0.992	-0.427	24538.044	-3853.151	3189.734	
0.993	-0.427	24538.05	-3853.15	3189.733	
0.994	-0.427	24538.057	-3853.149	3189.731	
0.995	-0.427	24538.063	-3853.148	3189.73	
0.996	-0.426	24538.071	-3853.148	3189.729	
0.997	-0.426	24538.078	-3853.147	3189.728	
0.998	-0.426	24538.084	-3853.146	3189.727	
0.999	-0.425	24538.092	-3853.145	3189.725	
1	-0.425	24538.097	-3853.144	3189.724	
1.001	-0.425	24538.105	-3853.143	3189.723	
1.002	-0.424	24538.111	-3853.142	3189.722	
1.003	-0.424	24538.118	-3853.141	3189.721	
1.004	-0.424	24538.126	-3853.14	3189.719	
1.005	-0.423	24538.132	-3853.139	3189.718	
1.006	-0.423	24538.139	-3853.138	3189.717	
1.007	-0.423	24538.147	-3853.137	3189.716	
1.008	-0.422	24538.153	-3853.137	3189.715	
1.009	-0.422	24538.16	-3853.136	3189.713	
1.01	-0.422	24538.166	-3853.135	3189.712	
1.011	-0.422	24538.174	-3853.134	3189.711	
1.012	-0.421	24538.181	-3853.133	3189.71	
1.013	-0.421	24538.187	-3853.132	3189.708	
1.014	-0.421	24538.195	-3853.131	3189.707	
1.015	-0.42	24538.202	-3853.13	3189.706	
1.016	-0.42	24538.208	-3853.129	3189.705	
1.017	-0.42	24538.216	-3853.128	3189.704	
1.018	-0.419	24538.223	-3853.127	3189.703	
1.019	-0.419	24538.229	-3853.126	3189.701	
1.02	-0.419	24538.237	-3853.125	3189.7	
1.021	-0.418	24538.244	-3853.124	3189.699	
1.022	-0.418	24538.25	-3853.123	3189.698	
1.023	-0.418	24538.258	-3853.122	3189.696	
1.024	-0.417	24538.265	-3853.122	3189.695	
1.025	-0.417	24538.271	-3853.121	3189.694	
1.026	-0.417	24538.279	-3853.12	3189.693	
1.027	-0.416	24538.286	-3853.119	3189.691	
1.028	-0.416	24538.292	-3853.118	3189.69	
1.029	-0.416	24538.3	-3853.117	3189.689	
1.03	-0.415	24538.307	-3853.116	3189.688	
1.031	-0.415	24538.315	-3853.115	3189.687	
1.032	-0.415	24538.321	-3853.114	3189.685	
