0	14.258	
0.001	13.373	
0.002	13.387	
0.003	13.439	
0.004	13.48	
0.005	13.541	
0.006	13.602	
0.007	13.679	
0.008	48.621	
0.009	33.517	
0.01	27.662	
0.011	19.423	
0.012	8.523	
0.013	5.58	
0.014	18.142	
0.015	27.413	
0.016	32.82	
0.017	29.722	
0.018	25.745	
0.019	22.939	
0.02	23.579	
0.021	26.765	
0.022	29.366	
0.023	26.159	
0.024	16.079	
0.025	3.489	
0.026	7.576	
0.027	16.194	
0.028	22.679	
0.029	27.576	
0.03	30.844	
0.031	33.044	
0.032	34.778	
0.033	36.04	
0.034	36.954	
0.035	37.403	
0.036	37.641	
0.037	37.732	
0.038	37.445	
0.039	37.051	
0.04	36.209	
0.041	34.874	
0.042	32.915	
0.043	30.064	
0.044	26.171	
0.045	21.447	
0.046	15.707	
0.047	9.55	
0.048	3.508	
0.049	2.069	
0.05	6.283	
0.051	9.215	
0.052	10.817	
0.053	11.404	
0.054	11.052	
0.055	10.098	
0.056	8.487	
0.057	5.89	
0.058	2.188	
0.059	2.239	
0.06	6.865	
0.061	11.818	
0.062	15.804	
0.063	19.168	
0.064	22.061	
0.065	24.236	
0.066	26.03	
0.067	27.358	
0.068	28.355	
0.069	29.169	
0.07	29.662	
0.071	29.926	
0.072	29.827	
0.073	29.378	
0.074	28.647	
0.075	27.444	
0.076	25.976	
0.077	24.297	
0.078	22.214	
0.079	19.819	
0.08	17.228	
0.081	14.481	
0.082	11.722	
0.083	9.149	
0.084	6.798	
0.085	4.828	
0.086	3.323	
0.087	2.345	
0.088	1.902	
0.089	1.975	
0.09	2.537	
0.091	3.557	
0.092	4.983	
0.093	6.735	
0.094	8.707	
0.095	10.787	
0.096	12.869	
0.097	14.872	
0.098	16.764	
0.099	18.433	
0.1	19.828	
0.101	20.897	
0.102	21.725	
0.103	22.481	
0.104	23.844	
0.105	23.563	
0.106	23.483	
0.107	23.285	
0.108	22.854	
0.109	22.308	
0.11	21.652	
0.111	20.824	
0.112	19.858	
0.113	18.775	
0.114	17.585	
0.115	16.325	
0.116	15.042	
0.117	13.785	
0.118	12.597	
0.119	11.535	
0.12	10.637	
0.121	9.948	
0.122	9.465	
0.123	9.218	
0.124	9.195	
0.125	9.42	
0.126	9.818	
0.127	10.416	
0.128	11.152	
0.129	12.01	
0.13	12.933	
0.131	13.896	
0.132	14.851	
0.133	15.787	
0.134	16.652	
0.135	17.407	
0.136	18.047	
0.137	18.579	
0.138	19.042	
0.139	19.355	
0.14	19.526	
0.141	19.564	
0.142	19.376	
0.143	19.081	
0.144	18.942	
0.145	18.628	
0.146	18.207	
0.147	17.711	
0.148	17.17	
0.149	16.583	
0.15	15.966	
0.151	15.342	
0.152	14.74	
0.153	14.181	
0.154	13.685	
0.155	13.269	
0.156	12.947	
0.157	12.732	
0.158	12.628	
