0	14.258	
0.001	5.021	
0.002	4.767	
0.003	4.763	
0.004	4.949	
0.005	5.014	
0.006	4.932	
0.007	4.983	
0.008	5.04	
0.009	4.992	
0.01	4.983	
0.011	4.977	
0.012	4.973	
0.013	4.971	
0.014	4.968	
0.015	4.965	
0.016	4.963	
0.017	4.96	
0.018	4.958	
0.019	4.955	
0.02	4.953	
0.021	4.951	
0.022	4.948	
0.023	4.946	
0.024	4.944	
0.025	4.942	
0.026	4.94	
0.027	4.938	
0.028	4.936	
0.029	4.934	
0.03	4.932	
0.031	4.93	
0.032	4.928	
0.033	4.926	
0.034	4.925	
0.035	4.923	
0.036	4.921	
0.037	4.919	
0.038	4.918	
0.039	4.916	
0.04	4.914	
0.041	4.913	
0.042	4.911	
0.043	4.91	
0.044	4.908	
0.045	4.906	
0.046	4.905	
0.047	4.903	
0.048	4.902	
0.049	4.901	
0.05	4.899	
0.051	4.898	
0.052	4.896	
0.053	4.895	
0.054	4.894	
0.055	4.893	
0.056	4.891	
0.057	4.89	
0.058	4.889	
0.059	4.888	
0.06	4.886	
0.061	4.885	
0.062	4.884	
0.063	4.883	
0.064	4.882	
0.065	4.881	
0.066	4.879	
0.067	4.878	
0.068	4.877	
0.069	4.876	
0.07	4.875	
0.071	4.874	
0.072	4.873	
0.073	4.872	
0.074	4.871	
0.075	4.87	
0.076	4.869	
0.077	4.868	
0.078	4.867	
0.079	4.866	
0.08	4.865	
0.081	4.865	
0.082	4.864	
0.083	4.863	
0.084	4.862	
0.085	4.861	
0.086	4.86	
0.087	4.859	
0.088	4.858	
0.089	4.858	
0.09	4.857	
0.091	4.856	
0.092	4.855	
0.093	4.854	
0.094	4.854	
0.095	4.853	
0.096	4.852	
0.097	4.851	
0.098	4.851	
0.099	4.85	
0.1	4.849	
0.101	4.848	
0.102	4.848	
0.103	4.847	
0.104	4.846	
0.105	4.845	
0.106	4.845	
0.107	4.844	
0.108	4.843	
0.109	4.843	
0.11	4.842	
0.111	4.841	
0.112	4.84	
0.113	4.84	
0.114	4.839	
0.115	4.838	
0.116	4.838	
0.117	4.837	
0.118	4.836	
0.119	4.836	
0.12	4.835	
0.121	4.834	
0.122	4.834	
0.123	4.833	
0.124	4.832	
0.125	4.832	
0.126	4.831	
0.127	4.83	
0.128	4.83	
0.129	4.829	
0.13	4.828	
0.131	4.828	
0.132	4.827	
0.133	4.826	
0.134	4.826	
0.135	4.825	
0.136	4.824	
0.137	4.824	
0.138	4.823	
0.139	4.823	
0.14	4.822	
0.141	4.821	
0.142	4.821	
0.143	4.82	
0.144	4.819	
0.145	4.819	
0.146	4.818	
0.147	4.817	
0.148	4.817	
0.149	4.816	
0.15	4.815	
0.151	4.815	
0.152	4.814	
0.153	4.813	
0.154	4.813	
0.155	4.812	
0.156	4.811	
0.157	4.811	
0.158	4.81	
0.159	4.809	
0.16	4.809	
0.161	4.808	
0.162	4.807	
0.163	4.807	
0.164	4.806	
0.165	4.805	
0.166	4.805	
0.167	4.804	
0.168	4.803	
0.169	4.802	
0.17	4.802	
0.171	4.801	
0.172	4.8	
0.173	4.8	
0.174	4.799	
0.175	4.798	
0.176	4.798	
0.177	4.797	
0.178	4.796	
0.179	4.795	
0.18	4.795	
0.181	4.794	
0.182	4.793	
0.183	4.792	
0.184	4.792	
0.185	4.791	
0.186	4.79	
0.187	4.789	
0.188	4.789	
0.189	4.788	
0.19	4.787	
0.191	4.786	
0.192	4.786	
0.193	4.785	
0.194	4.784	
0.195	4.783	
0.196	4.783	
0.197	4.782	
0.198	4.781	
0.199	4.78	
0.2	4.779	
0.201	4.779	
0.202	4.778	
0.203	4.777	
0.204	4.776	
0.205	4.775	
0.206	4.775	
0.207	4.774	
0.208	4.773	
0.209	4.772	
0.21	4.771	
0.211	4.771	
0.212	4.77	
0.213	4.769	
0.214	4.768	
0.215	4.767	
0.216	4.766	
0.217	4.765	
0.218	4.765	
0.219	4.764	
0.22	4.763	
0.221	4.762	
0.222	4.761	
0.223	4.76	
0.224	4.759	
0.225	4.758	
0.226	4.758	
0.227	4.757	
0.228	4.756	
0.229	4.755	
0.23	4.754	
0.231	4.753	
0.232	4.752	
0.233	4.751	
0.234	4.75	
0.235	4.749	
0.236	4.748	
0.237	4.747	
0.238	4.747	
0.239	4.746	
0.24	4.745	
0.241	4.744	
0.242	4.743	
0.243	4.742	
0.244	4.741	
0.245	4.74	
0.246	4.739	
0.247	4.738	
0.248	4.737	
0.249	4.736	
0.25	4.735	
0.251	4.734	
0.252	4.733	
0.253	4.732	
0.254	4.731	
0.255	4.73	
0.256	4.729	
0.257	4.728	
0.258	4.727	
0.259	4.726	
0.26	4.725	
0.261	4.724	
0.262	4.723	
0.263	4.722	
0.264	4.721	
0.265	4.72	
0.266	4.718	
0.267	4.717	
0.268	4.716	
0.269	4.715	
0.27	4.714	
0.271	4.713	
0.272	4.712	
0.273	4.711	
0.274	4.71	
0.275	4.709	
0.276	4.708	
0.277	4.707	
0.278	4.705	
0.279	4.704	
0.28	4.703	
0.281	4.702	
0.282	4.701	
0.283	4.7	
0.284	4.699	
0.285	4.698	
0.286	4.696	
0.287	4.695	
0.288	4.694	
0.289	4.693	
0.29	4.692	
0.291	4.691	
0.292	4.69	
0.293	4.688	
0.294	4.687	
0.295	4.686	
0.296	4.685	
0.297	4.684	
0.298	4.683	
0.299	4.681	
0.3	4.68	
0.301	4.679	
0.302	4.678	
0.303	4.677	
0.304	4.675	
0.305	4.674	
0.306	4.673	
0.307	4.672	
0.308	4.67	
0.309	4.669	
0.31	4.668	
0.311	4.667	
0.312	4.666	
0.313	4.664	
0.314	4.663	
0.315	4.662	
0.316	4.661	
0.317	4.659	
0.318	4.658	
0.319	4.657	
0.32	4.655	
0.321	4.654	
0.322	4.653	
0.323	4.652	
0.324	4.65	
0.325	4.649	
0.326	4.648	
0.327	4.646	
0.328	4.645	
0.329	4.644	
0.33	4.643	
0.331	4.641	
0.332	4.64	
0.333	4.639	
0.334	4.637	
0.335	4.636	
0.336	4.635	
0.337	4.633	
0.338	4.632	
0.339	4.631	
0.34	4.629	
0.341	4.628	
0.342	4.627	
0.343	4.625	
0.344	4.624	
0.345	4.622	
0.346	4.621	
0.347	4.62	
0.348	4.618	
0.349	4.617	
0.35	4.616	
0.351	4.614	
0.352	4.613	
0.353	4.611	
0.354	4.61	
0.355	4.609	
0.356	4.607	
0.357	4.606	
0.358	4.604	
0.359	4.603	
0.36	4.602	
0.361	4.6	
0.362	4.599	
0.363	4.597	
0.364	4.596	
0.365	4.594	
0.366	4.593	
0.367	4.592	
0.368	4.59	
0.369	4.589	
0.37	4.587	
0.371	4.586	
0.372	4.584	
0.373	4.583	
0.374	4.581	
0.375	4.58	
0.376	4.578	
0.377	4.577	
0.378	4.575	
0.379	4.574	
0.38	4.572	
0.381	4.571	
0.382	4.569	
0.383	4.568	
0.384	4.566	
0.385	4.565	
0.386	4.563	
0.387	4.562	
0.388	4.56	
0.389	4.559	
0.39	4.557	
0.391	4.556	
0.392	4.554	
0.393	4.553	
0.394	4.551	
0.395	4.55	
0.396	4.548	
0.397	4.547	
0.398	4.545	
0.399	4.543	
0.4	4.542	
0.401	4.54	
0.402	4.539	
0.403	4.537	
0.404	4.536	
0.405	4.534	
0.406	4.532	
0.407	4.531	
0.408	4.529	
0.409	4.528	
0.41	4.526	
0.411	4.524	
0.412	4.523	
0.413	4.521	
0.414	4.52	
0.415	4.518	
0.416	4.516	
0.417	4.515	
0.418	4.513	
0.419	4.512	
0.42	4.51	
0.421	4.508	
0.422	4.507	
0.423	4.505	
0.424	4.503	
0.425	4.502	
0.426	4.5	
0.427	4.498	
0.428	4.497	
0.429	4.495	
