0.01	0.002
0.02	0.02
0.03	0.01
0.04	-0.345
0.05	0.129
0.06	0.11
0.07	-0.075
0.08	-0.025
0.09	-0.076
0.1	-1.818
0.11	0.186
0.12	0.159
0.13	-0.195
0.14	-0.048
0.15	-0.111
0.16	-1.175
0.17	0.211
0.18	0.182
0.19	-0.384
0.2	-0.158
0.21	-0.227
0.22	-1.043
0.23	0.623
0.24	0.648
0.25	2.551
0.26	-1.003
0.27	-0.648
0.28	-1.392
0.29	-5.956
0.3	1.18E+07
0.31	-6.291
0.32	-6.399
0.33	-3.258
0.34	-3.322
0.35	-3.386
0.36	-6.893
0.37	-7.007
0.38	-7.084
0.39	-7.175
0.4	-7.277
0.41	1.41E+07
0.42	-7.495
0.43	1.45E+07
0.44	1.47E+07
0.45	1.50E+07
0.46	1.52E+07
0.47	1.54E+07
0.48	1.57E+07
0.49	1.59E+07
0.5	1.62E+07
0.51	8.603
0.52	1.67E+07
0.53	1.69E+07
0.54	8.993
0.55	1.74E+07
0.56	9.245
0.57	1.79E+07
0.58	9.487
0.59	9.604
0.6	9.717
0.61	9.827
0.62	1.90E+07
0.63	5.019
0.64	10.141
0.65	10.242
0.66	10.34
0.67	5.218
0.68	10.532
0.69	5.313
0.7	5.36
0.71	5.407
0.72	5.453
0.73	5.498
0.74	5.543
0.75	5.587
0.76	5.631
0.77	3.783
0.78	3.811
0.79	5.759
0.8	3.867
0.81	3.894
0.82	3.92
0.83	3.945
0.84	3.97
0.85	11.907
0.86	-2.94
0.87	-2.302
0.88	-3.729
0.89	10.407
0.9	1.918
0.91	1.259
0.92	0.807
0.93	0.629
0.94	0.464
0.95	0.372
0.96	0.3
0.97	0.232
0.98	0.181
0.99	0.152
1	0.117
1.01	0.089
1.02	0.069
1.03	0.046
1.04	0.029
1.05	0.012
1.06	-0.003
1.07	-0.016
1.08	-0.028
1.09	-0.04
1.1	-0.048
1.11	-0.057
1.12	-0.065
1.13	-0.071
1.14	-0.077
1.15	-0.081
1.16	-0.085
1.17	-0.088
1.18	-0.09
1.19	-0.093
1.2	-0.095
1.21	-0.095
1.22	-0.096
1.23	-0.095
1.24	-0.096
1.25	-0.094
1.26	-0.095
1.27	-0.092
1.28	-0.093
1.29	-0.093
1.3	-0.098
1.31	-0.104
1.32	-0.103
1.33	-0.103
1.34	-0.102
1.35	-0.103
1.36	-0.103
1.37	-0.103
1.38	-0.104
1.39	-0.103
1.4	-0.102
1.41	-0.101
1.42	-0.1
1.43	-0.099
1.44	-0.097
1.45	-0.097
1.46	-0.094
1.47	-0.093
1.48	-0.091
1.49	-0.089
1.5	-0.087
1.51	-0.085
1.52	-0.083
1.53	-0.082
1.54	-0.08
1.55	-0.079
1.56	-0.078
1.57	-0.075
1.58	-0.075
1.59	-0.073
1.6	-0.072
1.61	-0.071
1.62	-0.07
1.63	-0.069
1.64	-0.067
1.65	-0.067
1.66	-0.065
1.67	-0.063
1.68	-0.061
1.69	-0.06
1.7	-0.06
1.71	-0.057
1.72	-0.057
1.73	-0.055
1.74	-0.053
1.75	-0.052
1.76	-0.05
1.77	-0.049
1.78	-0.047
1.79	-0.045
1.8	-0.044
1.81	-0.042
1.82	-0.04
1.83	-0.039
1.84	-0.038
1.85	-0.036
1.86	-0.035
1.87	-0.033
1.88	-0.033
1.89	-0.031
1.9	-0.03
1.91	-0.028
1.92	-0.027
1.93	-0.025
1.94	-0.024
1.95	-0.023
1.96	-0.021
1.97	-0.02
1.98	-0.019
1.99	-0.017
2	-0.016
2.01	-0.014
2.02	-0.013
2.03	-0.012
2.04	-0.01
2.05	-0.009
2.06	-0.008
2.07	-0.006
2.08	-0.005
2.09	-0.003
2.1	-0.002
2.11	-0.001
2.12	0.001
2.13	0.002
2.14	0.003
2.15	0.004
2.16	0.006
2.17	0.007
2.18	0.008
2.19	0.01
2.2	0.011
2.21	0.012
2.22	0.013
2.23	0.014
2.24	0.016
2.25	0.017
2.26	0.018
2.27	0.019
2.28	0.02
2.29	0.022
2.3	0.023
2.31	0.024
2.32	0.025
2.33	0.027
2.34	0.028
2.35	0.029
2.36	0.03
2.37	0.031
2.38	0.031
2.39	0.033
2.4	0.034
2.41	0.035
2.42	0.036
2.43	0.037
2.44	0.038
2.45	0.039
2.46	0.04
2.47	0.041
2.48	0.042
2.49	0.042
2.5	0.043
2.51	0.044
2.52	0.045
2.53	0.046
2.54	0.047
2.55	0.048
2.56	0.049
2.57	0.049
2.58	0.05
2.59	0.051
2.6	0.052
2.61	0.052
2.62	0.054
2.63	0.054
2.64	0.055
2.65	0.055
2.66	0.056
2.67	0.057
2.68	0.058
2.69	0.059
2.7	0.059
2.71	0.06
2.72	0.06
2.73	0.061
2.74	0.061
2.75	0.062
2.76	0.063
2.77	0.064
2.78	0.066
2.79	0.067
2.8	0.068
2.81	0.069
2.82	0.069
2.83	0.07
2.84	0.07
2.85	0.071
2.86	0.071
2.87	0.071
2.88	0.071
2.89	0.072
2.9	0.071
2.91	0.071
2.92	0.071
2.93	0.07
2.94	0.069
2.95	0.067
2.96	0.062
2.97	0.056
2.98	0.05
2.99	0.045
3	0.04
3.01	0.035
3.02	0.032
3.03	0.03
3.04	0.028
3.05	0.027
3.06	0.027
3.07	0.026
3.08	0.026
3.09	0.025
3.1	0.024
3.11	0.023
3.12	0.021
3.13	0.019
3.14	0.017
3.15	0.013
3.16	0.011
3.17	0.008
3.18	0.007
3.19	0.005
3.2	0.003
3.21	0.001
3.22	-0.001
3.23	-0.002
3.24	-0.004
3.25	-0.005
3.26	-0.007
3.27	-0.008
3.28	-0.009
3.29	-0.01
3.3	-0.011
3.31	-0.012
3.32	-0.013
3.33	-0.013
3.34	-0.014
3.35	-0.015
3.36	-0.015
3.37	-0.016
3.38	-0.017
3.39	-0.017
3.4	-0.018
3.41	-0.018
3.42	-0.018
3.43	-0.018
3.44	-0.019
3.45	-0.019
3.46	-0.019
3.47	-0.019
3.48	-0.019
3.49	-0.019
3.5	-0.019
3.51	-0.019
3.52	-0.018
3.53	-0.018
3.54	-0.018
3.55	-0.018
3.56	-0.018
3.57	-0.018
3.58	-0.019
3.59	-0.019
3.6	-0.02
3.61	-0.02
3.62	-0.02
3.63	-0.02
3.64	-0.02
3.65	-0.021
3.66	-0.021
3.67	-0.021
3.68	-0.02
3.69	-0.02
3.7	-0.02
3.71	-0.019
3.72	-0.019
3.73	-0.018
3.74	-0.018
3.75	-0.017
3.76	-0.016
3.77	-0.016
3.78	-0.015
3.79	-0.014
3.8	-0.013
3.81	-0.012
3.82	-0.011
3.83	-0.01
3.84	-0.01
3.85	-0.009
3.86	-0.008
3.87	-0.007
3.88	-0.006
3.89	-0.005
3.9	-0.005
3.91	-0.004
3.92	-0.003
3.93	-0.002
3.94	-0.001
3.95	-9.61E-05
3.96	0.001
3.97	0.002
3.98	0.002
3.99	0.003
4	0.004
4.01	0.004
4.02	0.005
4.03	0.006
4.04	0.007
4.05	0.008
4.06	0.009
4.07	0.01
4.08	0.011
4.09	0.011
4.1	0.012
4.11	0.013
4.12	0.014
4.13	0.015
4.14	0.016
4.15	0.017
4.16	0.017
4.17	0.018
4.18	0.019
4.19	0.02
4.2	0.021
4.21	0.022
4.22	0.022
4.23	0.023
4.24	0.023
4.25	0.024
4.26	0.024
4.27	0.024
4.28	0.023
4.29	0.022
4.3	0.021
4.31	0.021
4.32	0.021
4.33	0.021
4.34	0.021
4.35	0.021
4.36	0.022
4.37	0.022
4.38	0.024
4.39	0.025
4.4	0.026
4.41	0.027
4.42	0.028
4.43	0.028
4.44	0.029
4.45	0.029
4.46	0.03
4.47	0.03
4.48	0.03
4.49	0.03
4.5	0.03
4.51	0.03
4.52	0.03
4.53	0.03
4.54	0.03
4.55	0.03
4.56	0.03
4.57	0.03
4.58	0.03
4.59	0.03
4.6	0.03
4.61	0.03
4.62	0.03
4.63	0.03
4.64	0.03
4.65	0.029
4.66	0.029
4.67	0.029
4.68	0.028
4.69	0.028
4.7	0.027
4.71	0.026
4.72	0.026
4.73	0.025
4.74	0.025
4.75	0.024
4.76	0.023
4.77	0.023
4.78	0.022
4.79	0.021
4.8	0.021
4.81	0.02
4.82	0.02
4.83	0.019
4.84	0.018
4.85	0.017
4.86	0.017
4.87	0.016
4.88	0.016
4.89	0.015
4.9	0.015
4.91	0.014
4.92	0.014
4.93	0.013
4.94	0.013
4.95	0.012
4.96	0.012
4.97	0.011
4.98	0.011
4.99	0.011
5	0.01
5.01	0.01
5.02	0.01
5.03	0.009
5.04	0.009
5.05	0.009
5.06	0.009
5.07	0.009
5.08	0.009
5.09	0.008
5.1	0.008
5.11	0.008
5.12	0.008
5.13	0.008
5.14	0.008
5.15	0.008
5.16	0.008
5.17	0.008
5.18	0.008
5.19	0.008
5.2	0.008
5.21	0.008
5.22	0.009
5.23	0.009
5.24	0.009
5.25	0.009
5.26	0.01
5.27	0.01
5.28	0.011
5.29	0.012
5.3	0.012
5.31	0.013
5.32	0.014
5.33	0.015
5.34	0.016
5.35	0.017
5.36	0.018
5.37	0.018
5.38	0.02
5.39	0.021
5.4	0.022
5.41	0.023
5.42	0.024
5.43	0.025
5.44	0.026
5.45	0.027
5.46	0.028
5.47	0.029
5.48	0.03
5.49	0.031
5.5	0.032
5.51	0.034
5.52	0.035
5.53	0.036
5.54	0.036
5.55	0.037
5.56	0.038
5.57	0.038
5.58	0.039
5.59	0.04
5.6	0.04
5.61	0.041
5.62	0.041
5.63	0.042
5.64	0.042
5.65	0.042
5.66	0.043
5.67	0.043
5.68	0.043
5.69	0.043
5.7	0.043
5.71	0.043
5.72	0.043
5.73	0.043
5.74	0.043
5.75	0.043
5.76	0.043
5.77	0.043
5.78	0.042
5.79	0.042
5.8	0.042
5.81	0.042
5.82	0.042
5.83	0.042
5.84	0.042
5.85	0.042
5.86	0.041
5.87	0.041
5.88	0.041
5.89	0.041
5.9	0.041
5.91	0.041
5.92	0.041
5.93	0.041
5.94	0.04
5.95	0.04
5.96	0.04
5.97	0.04
5.98	0.04
5.99	0.04
6	0.039
6.01	0.039
6.02	0.039
6.03	0.039
6.04	0.039
6.05	0.039
6.06	0.039
6.07	0.038
6.08	0.038
6.09	0.038
6.1	0.038
6.11	0.038
6.12	0.038
6.13	0.038
6.14	0.039
6.15	0.039
6.16	0.039
6.17	0.039
6.18	0.04
6.19	0.04
6.2	0.04
6.21	0.04
6.22	0.041
6.23	0.041
6.24	0.042
6.25	0.042
6.26	0.042
6.27	0.043
6.28	0.043
6.29	0.044
6.3	0.044
6.31	0.045
6.32	0.045
6.33	0.046
6.34	0.046
6.35	0.047
6.36	0.047
6.37	0.048
6.38	0.048
6.39	0.049
6.4	0.049
6.41	0.05
6.42	0.05
6.43	0.051
6.44	0.051
6.45	0.052
6.46	0.052
6.47	0.052
6.48	0.053
6.49	0.053
6.5	0.053
6.51	0.054
6.52	0.054
6.53	0.054
6.54	0.054
6.55	0.055
6.56	0.055
6.57	0.055
6.58	0.055
6.59	0.055
6.6	0.055
6.61	0.055
6.62	0.055
6.63	0.056
6.64	0.056
6.65	0.056
6.66	0.056
6.67	0.056
6.68	0.056
6.69	0.056
6.7	0.056
6.71	0.055
6.72	0.056
6.73	0.056
6.74	0.055
6.75	0.056
6.76	0.055
6.77	0.056
6.78	0.055
6.79	0.055
6.8	0.055
6.81	0.055
6.82	0.055
6.83	0.055
6.84	0.055
6.85	0.055
6.86	0.055
6.87	0.055
6.88	0.055
6.89	0.055
6.9	0.055
6.91	0.056
6.92	0.056
6.93	0.056
6.94	0.056
6.95	0.056
6.96	0.056
6.97	0.056
6.98	0.056
6.99	0.056
7	0.056
7.01	0.057
7.02	0.057
7.03	0.057
7.04	0.057
7.05	0.057
7.06	0.057
7.07	0.058
7.08	0.058
7.09	0.058
7.1	0.058
7.11	0.058
7.12	0.059
7.13	0.059
7.14	0.059
7.15	0.059
7.16	0.059
7.17	0.059
7.18	0.059
7.19	0.06
7.2	0.06
7.21	0.06
7.22	0.06
7.23	0.061
7.24	0.061
7.25	0.061
7.26	0.061
7.27	0.061
7.28	0.062
7.29	0.062
7.3	0.062
7.31	0.062
7.32	0.062
7.33	0.062
7.34	0.062
7.35	0.062
7.36	0.062
7.37	0.062
7.38	0.062
7.39	0.062
7.4	0.062
7.41	0.062
7.42	0.062
7.43	0.062
7.44	0.062
7.45	0.062
7.46	0.062
7.47	0.062
7.48	0.062
7.49	0.062
7.5	0.062
7.51	0.062
7.52	0.062
7.53	0.062
7.54	0.063
7.55	0.062
7.56	0.062
7.57	0.062
7.58	0.062
7.59	0.062
7.6	0.062
7.61	0.062
7.62	0.062
7.63	0.062
7.64	0.062
7.65	0.062
7.66	0.062
7.67	0.062
7.68	0.062
7.69	0.062
7.7	0.062
7.71	0.062
7.72	0.062
7.73	0.062
7.74	0.062
7.75	0.062
7.76	0.062
