0	41.802	
0.001	30.894	
0.002	26.319	
0.003	22.095	
0.004	17.974	
0.005	14.181	
0.006	10.324	
0.007	6.632	
0.008	3.139	
0.009	0.202	
0.01	3.432	
0.011	6.507	
0.012	9.429	
0.013	12.211	
0.014	14.866	
0.015	17.4	
0.016	19.82	
0.017	22.132	
0.018	24.338	
0.019	26.443	
0.02	28.451	
0.021	30.366	
0.022	32.192	
0.023	33.933	
0.024	35.592	
0.025	37.174	
0.026	38.68	
0.027	40.114	
0.028	41.48	
0.029	42.78	
0.03	44.017	
0.031	45.194	
0.032	46.312	
0.033	47.376	
0.034	48.386	
0.035	49.346	
0.036	50.257	
0.037	51.122	
0.038	51.942	
0.039	52.72	
0.04	53.457	
0.041	54.155	
0.042	54.816	
0.043	55.442	
0.044	56.033	
0.045	56.591	
0.046	57.119	
0.047	57.616	
0.048	58.085	
0.049	58.527	
0.05	58.943	
0.051	59.334	
0.052	59.701	
0.053	60.046	
0.054	60.369	
0.055	60.67	
0.056	60.953	
0.057	61.216	
0.058	61.462	
0.059	61.69	
0.06	61.902	
0.061	62.098	
0.062	62.279	
0.063	62.446	
0.064	62.6	
0.065	62.74	
0.066	62.868	
0.067	62.984	
0.068	63.09	
0.069	63.184	
0.07	63.268	
0.071	63.343	
0.072	63.409	
0.073	63.466	
0.074	63.514	
0.075	63.555	
0.076	63.589	
0.077	63.615	
0.078	63.634	
0.079	63.647	
0.08	63.654	
0.081	63.655	
0.082	63.651	
0.083	63.642	
0.084	63.628	
0.085	63.609	
0.086	63.586	
0.087	63.559	
0.088	63.527	
0.089	63.493	
0.09	63.455	
0.091	63.413	
0.092	63.369	
0.093	63.321	
0.094	63.271	
0.095	63.219	
0.096	63.164	
0.097	63.107	
0.098	63.048	
0.099	62.987	
0.1	62.924	
0.101	62.86	
0.102	62.794	
0.103	62.727	
0.104	62.658	
0.105	62.589	
0.106	62.518	
0.107	62.446	
0.108	62.373	
0.109	62.299	
0.11	62.225	
0.111	62.15	
0.112	62.075	
0.113	61.999	
0.114	61.923	
0.115	61.846	
0.116	61.769	
0.117	61.692	
0.118	61.614	
0.119	61.537	
0.12	61.459	
0.121	61.381	
0.122	61.303	
0.123	61.226	
